*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=4316d Single Inverter and resistive tone control pcb e
*Date=11:52:52
*CreatedBy=Fritzing 0.9.2b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
148;;;94.1705;-27.9967;0;Bottom;Copper Fill35
149;;;117.488;-34.6515;0;Bottom;Copper Fill57
150;;;88.3666;-30.0541;0;Bottom;Copper Fill9
151;;;23.5585;-18.9543;0;Bottom;Copper Fill95
152;;;23.4188;-19.8941;0;Bottom;Copper Fill19
153;10nF;100 mil [THT, multilayer];32.4855;-18.6025;90;Bottom;CT
154;;;31.2154;-31.3026;0;Bottom;Via7
155;;;94.1705;-27.9967;0;Bottom;Copper Fill98
156;;DIP (Dual Inline) [THT];75.6655;-23.6825;-90;Bottom;4316-2
157;;;26.0985;-15.6015;0;Bottom;Copper Fill40
158;;;85.471;-19.9068;0;Bottom;Copper Fill29
159;;;32.4485;-9.2769;0;Bottom;Copper Fill107
160;;;81.9785;-33.3815;0;Bottom;Copper Fill77
161;;;64.7192;-24.5169;0;Bottom;Copper Fill83
162;;;118.758;-16.4651;0;Bottom;Copper Fill25
163;;;117.856;-17.3668;0;Bottom;Copper Fill86
164;;;82.0154;-33.8426;0;Bottom;Via9
165;;;26.0985;-36.9375;0;Bottom;Copper Fill65
166;;;25.5778;-16.0968;0;Bottom;Copper Fill41
167;;;31.1785;-31.8575;0;Bottom;Copper Fill49
168;;;41.3385;-42.0175;0;Bottom;Copper Fill100
