*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=4316ArrayPCB
*Date=23:16:13
*CreatedBy=Fritzing 0.9.1b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
191;;THT;195.113;-40.4746;-90;Bottom;V-8.1
192;;THT;122.723;-63.3346;-90;Bottom;V-5.2
193;;;51.2572;-12.5657;0;Bottom;Copper Fill175
194;;;27.1272;-29.0757;0;Bottom;Copper Fill145
195;;THT;8.42306;-65.8746;-90;Bottom;V+
196;;;13.6735;-55.804;0;Bottom;TXT1
197;;THT;141.773;-40.4746;-90;Bottom;J6-5
198;;THT;116.373;-25.2346;-90;Bottom;2S3S-5
199;;THT;80.8131;-40.4746;-90;Bottom;C-7
200;;DIP (Dual Inline) [THT];113.833;-32.8546;-90;Bottom;4316-5
201;;;195.059;-28.0978;0;Bottom;Copper Fill159
202;;THT;8.42306;-40.4746;-90;Bottom;C-1
203;;THT;71.9231;-40.4746;-90;Bottom;J3-5
204;;;122.669;-11.5878;0;Bottom;Copper Fill164
205;;THT;74.4631;-25.2346;-90;Bottom;G3.1
206;;THT;36.3631;-43.0146;-90;Bottom;1S4S-2
207;;;16.8031;-57.7361;0;Bottom;TXT1
208;;THT;74.4631;-40.4746;-90;Bottom;C-6
209;;THT;136.693;-40.4746;-90;Bottom;J6-7
210;;;169.926;-12.5657;0;Bottom;Copper Fill181
211;;THT;26.2031;-25.2346;-90;Bottom;G1.1
212;;;71.8693;-30.079;0;Bottom;Copper Fill185
213;;;196.037;-29.0757;0;Bottom;Copper Fill160
214;;THT;88.4331;-25.2346;-90;Bottom;J4-1
